,exp_id,method,graph_type,dim_grid,p_er,m_pa,p_sbm_between,p_sbm_within,nb_conv,noise_scale,M,alpha,train_mse,smoothness_condition_1,smoothness_condition_2,test_mse_0,test_mse_1,test_mse_2,test_mse_3,test_mse_4,test_mse_5,test_mse_6,test_mse_7,test_mse_8,test_mse_9,test_mse_10,test_mse_11,test_mse_12,test_mse_13,test_mse_14,test_mse_15,test_mse_16,test_mse_17,test_mse_18,test_mse_19
0,0.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,0.00013184660156642186,0.012478298166068824,0.012478298166068824,0.00012719354840166165,0.00011931400431552083,0.00013205448341861904,0.00012283272576290666,0.0001235212116727919,0.0001225503066870111,0.0001312513317172926,0.00011882513019938707,0.00012693613063706276,0.00012175046134798312,0.00012431530396590765,0.00012773945353188843,0.0001290833229537582,0.00012922826862063258,0.00012111811237919062,0.00013561970835156053,0.00012997080154012527,0.00012252779275420957,0.00013007350483745615,0.00012696537534477248
1,0.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,4.751016131780711e-05,0.012478298166068824,0.012478298166068824,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05,4.751016131780711e-05
2,1.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,0.0001277675415617212,0.01184592947465445,0.01184592947465445,0.00012788602743000148,0.00012883596735179355,0.00012737982081593844,0.00013677451246652084,0.00012820723425321196,0.00011989470522740093,0.0001239283228380919,0.0001259179920514196,0.00013028843429409182,0.00011814716190515913,0.00012479026109887592,0.00013438988195364835,0.00012571956023047832,0.0001308292447476969,0.000129402604173739,0.00012197154347639236,0.00013641792774299696,0.00012969977613707528,0.00012185538344224636,0.00011522579482001144
3,1.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,4.9124141338183066e-05,0.01184592947465445,0.01184592947465445,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05,4.9124141338183066e-05
4,2.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,0.00012096180505402184,0.012819121309930046,0.012592448924773755,0.00012331642292447086,0.0001194441031136014,0.00012544002282524947,0.00011826828938062497,0.00012450447073294427,0.00012599907533220297,0.0001161490481799956,0.00013384821521285147,0.00011894386499415138,0.0001233330583550688,0.00012005822129523852,0.00013224842014900395,0.00011755630998406969,0.00013214557340101673,0.0001275088399233868,0.00012528614368985773,0.0001325082321060463,0.0001361161718594015,0.00013837134696325992,0.0001234398951917021
5,2.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,5.8856036672269476e-05,0.012819121309930046,0.012592448924773755,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05,5.8856036672269476e-05
6,3.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,0.00012086430328789983,0.014060530958657346,0.014060530958657346,0.00012138456770832093,0.0001228994692216032,0.0001199648349688696,0.00012147650679001195,0.00011914405892945331,0.00012349125540006995,0.00012417190708439567,0.00012441931051298104,0.00011525304602840677,0.00012101714103353764,0.00012076363961623287,0.00012375251642115714,0.00011873574818062693,0.00012801125401859785,0.00012230284335804147,0.00012379741194929277,0.00011649225316205743,0.00011916221514603786,0.00012503886502971296,0.0001286051518431777
7,3.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,4.45202467770478e-05,0.014060530958657346,0.014060530958657346,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05,4.45202467770478e-05
8,4.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,0.0001375939200764768,0.011055969110124526,0.011055969110124526,0.00012425746547216592,0.00012445942628091342,0.00012507708477768728,0.00012507424283224992,0.00011572264439551088,0.0001297510074615578,0.0001192823846327546,0.00011982278348244325,0.0001318720817204562,0.0001350216582350436,0.0001306729447532474,0.00012553036837554293,0.0001251441905556711,0.00012597409334382531,0.0001231841641053762,0.00011837367204221075,0.00012205145676034029,0.0001226523522419445,0.00013828336056629105,0.0001288191330059804
9,4.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,4.5513149248458186e-05,0.011055969110124526,0.011055969110124526,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05,4.5513149248458186e-05
10,5.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,0.00011150020054714699,0.011619916728380964,0.011619916728380964,0.00012830764736100725,0.00013263103246040448,0.0001301937479667229,0.00012629189263102568,0.00011077835855682877,0.00012304462993727885,0.00013574101266819523,0.0001301809684942523,0.00012527418077944052,0.00011678604879532964,0.00012841477209936476,0.00012738992210074772,0.00012040733230685911,0.00012663488278484607,0.00012586416541173138,0.00013063780828342122,0.00011839944598992918,0.0001200970788265128,0.00012954350024799464,0.000130902241723196
11,5.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,4.4533935469730415e-05,0.011619916728380964,0.011619916728380964,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05,4.4533935469730415e-05
12,6.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,0.00012822159908183455,0.01232726403032622,0.01232726403032622,0.00011808772840495041,0.00013382737294572933,0.00013105823959191253,0.0001226792206104622,0.00012924847805863399,0.00012276329323147907,0.00012982897832463568,0.00011947912719814771,0.000126687660398361,0.00011922523490755154,0.00012265789250799291,0.0001286728979002802,0.0001324900275799026,0.00013387001674781287,0.00013592239687946166,0.00012054380213369763,0.0001332985378039677,0.00011231305741794455,0.00012506212593012207,0.00012760482477165174
13,6.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,4.489987051085227e-05,0.01232726403032622,0.01232726403032622,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05,4.489987051085227e-05
14,7.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,0.00013396784263961515,0.010979243136134091,0.010545018468873311,0.00011822568271189362,0.00012777532620628462,0.00012336844018383917,0.00012015288446180197,0.00013277518332286217,0.00011795983911226356,0.00012384512923589635,0.0001175937529008818,0.00013474737280473554,0.00011906013889589995,0.00011568553373303059,0.00012605254991617779,0.00012203092034406005,0.0001279510162574082,0.0001272840362875221,0.0001175024290483707,0.00011974812236202109,0.0001268929142530561,0.00013137898970207052,0.00012183917357129637
15,7.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,4.40856421476353e-05,0.010979243136134091,0.010545018468873311,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05,4.40856421476353e-05
16,8.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,0.00012184995979059065,0.015435239594026894,0.015435239594026894,0.00012392519908204478,0.00012807095707626656,0.00013161348200523321,0.00012148398988818836,0.00012469294533101302,0.00013039938277469124,0.0001326530371882348,0.00013325307044691133,0.0001353776010742974,0.00012292036609552927,0.00012622890043835212,0.00012284007448752775,0.00013122594822913782,0.0001248231267163328,0.00013058414579968997,0.0001285534036396303,0.0001256062054996489,0.0001175762313784579,0.0001247533446475351,0.00012370467643702736
17,8.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,5.207595574976885e-05,0.015435239594026894,0.015435239594026894,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05,5.207595574976885e-05
18,9.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,0.00013210950296885555,0.013163947769404511,0.013163947769404511,0.00013225680963008796,0.00011554445757404548,0.00012040082050761016,0.00012884951055358224,0.00011863850121208769,0.00014446407639603608,0.00013479456327978006,0.00012930594770179516,0.00012856439696090334,0.00012271102270117174,0.00012634328304613612,0.00012523972488619496,0.000131398509159071,0.00012262180403467183,0.00011834813344702788,0.0001261527172274634,0.00012176397658871954,0.00011978222631893154,0.00012447807590139506,0.00013352934456373517
19,9.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.01,5.040032303270362e-05,0.013163947769404511,0.013163947769404511,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05,5.040032303270362e-05
20,0.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.1,0.00011358514947845982,0.010988872374237136,0.010988872374237136,0.00011892545585592296,0.00011807224173557179,0.00012517268062370112,0.00011150891732736876,0.0001209385792911266,0.00012796487108651162,0.00010777947599251145,0.00012042053570067405,0.00012394622953500704,0.00011985809243836835,0.00011645354741427658,0.00012252847047384625,0.00011479410225626196,0.00012209308536612347,0.00012057562045667655,0.00012137599315930987,0.00012771881619505772,0.00011981581017566368,0.00011948981402351664,0.00012063262078312119
21,0.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.1,4.124507094418416e-05,0.010988872374237136,0.010988872374237136,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05,4.124507094418416e-05
22,1.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.1,0.00011459986451222809,0.009155890355370934,0.009155890355370934,0.0001252553204472016,0.00012141346396957488,0.00011416334261437948,0.00012510268830560542,0.00011849179364836158,0.000122626213529357,0.00012241825932061062,0.00011272458268782885,0.00013597175633180486,0.00013101902281351568,0.00011701828945631572,0.00012465445390475883,0.000119040978034769,0.00011201645180049962,0.00012185962851627063,0.0001247524935676257,0.00011773960605982893,0.00011663376315732601,0.00012287022587494377,0.00011665979194212578
23,1.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.1,4.953073822466901e-05,0.009155890355370934,0.009155890355370934,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05,4.953073822466901e-05
24,2.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.1,0.00011536233815168231,0.010263339422773302,0.010263339422773302,0.00011996530543320117,0.00012275152726906212,0.0001112311579476391,0.00012374282452082288,0.0001265620096088177,0.00012374290496059434,0.0001241545511194719,0.00011710479164854414,0.00011547517330648477,0.00011726494482903816,0.0001148069137255682,0.00011745665973528324,0.00011468385331674569,0.00012354532661164766,0.00012125130176246546,0.0001104116799984951,0.00010717353835117008,0.00011052632731193596,0.00011831156852615279,0.00012489867535168494
25,2.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.1,3.9935222278337564e-05,0.010263339422773302,0.010263339422773302,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05,3.9935222278337564e-05
26,3.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.1,0.00011978513190325035,0.011942680967297685,0.011942680967297685,0.00011911832497802624,0.00012054786487685812,0.00012092297292046597,0.00010728693252577755,0.00012568782277239677,0.00012128408908124242,0.00012139133929997529,0.00012476131978780172,0.00012069191549144029,0.00012138770062920423,0.0001306006816815394,0.00012146699181106515,0.00012546221073360763,0.00011876368646657156,0.0001200721848189693,0.00011113455734800261,0.00012219554064855432,0.00011263084491128582,0.00011281948658212532,0.00012987704011726487
27,3.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.1,4.6356135861864126e-05,0.011942680967297685,0.011942680967297685,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05,4.6356135861864126e-05
28,4.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.1,0.0001331831870853981,0.0131417618139254,0.0131417618139254,0.00011789610224734656,0.0001224855469190849,0.00011885643227715378,0.00012725082844075177,0.0001224595684479579,0.00011190718785866883,0.00011480509368941667,0.00012449108521959913,0.00011643975795109524,0.00012214614715764353,0.00012493496028738335,0.0001167033021707721,0.00012501392533902317,0.00012247412486153232,0.00012276770277527086,0.0001113594476411737,0.0001293931068448036,0.00012123066714791087,0.00012602915673269157,0.00011527296269221512
29,4.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.1,4.445001122398999e-05,0.0131417618139254,0.0131417618139254,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05,4.445001122398999e-05
30,5.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.1,0.00011609190833794681,0.012353184334099182,0.012353184334099182,0.00011120386664239184,0.00012693144182813825,0.00012103776711361274,0.00012328519761673493,0.00012171525680728154,0.00012855406627738602,0.0001251248525823765,0.00011813956684773572,0.00012819407644769145,0.00011221381099893934,0.00012290132878270074,0.00013063530139520606,0.00011931539852232238,0.00013125149780456147,0.0001230468990299451,0.00012753670849063287,0.00011852923376529428,0.000126865471333244,0.0001163509024788279,0.00012176630394116047
31,5.0,1.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.1,4.746290382410573e-05,0.012353184334099182,0.012353184334099182,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05,4.746290382410573e-05
32,6.0,0.0,PA,2.0,0.5,1.0,0.1,0.5,1.0,0.01,0.1,0.1,0.00011648420171167825,0.00939097398444651,0.008569785805843095,0.00011459425960338593,0.00012371407603487068,0.00012369208875057252,0.00011623336591877367,0.00011388670758475754,0.00012732141873502515,0.00011579744024607742,0.00012037501637594601,0.00012591103664484962,0.00012089224370262075,0.00012842387492951473,0.00011961844821203046,0.00011719996533326779,0.00011728023700180867,0.00011198483741915682,0.000124678204974832,0.00011825440979038732,0.00012369768317229698,0.00011509501941212932,0.00012544776872036706
