,exp_id,method,graph_type,dim_grid,p_er,m_pa,p_sbm_between,p_sbm_within,nb_conv,noise_scale,r,M,alpha,train_mse,smoothness_condition_1,smoothness_condition_2,test_mse_0,test_mse_1,test_mse_2,test_mse_3,test_mse_4,test_mse_5,test_mse_6,test_mse_7,test_mse_8,test_mse_9,test_mse_10,test_mse_11,test_mse_12,test_mse_13,test_mse_14,test_mse_15,test_mse_16,test_mse_17,test_mse_18,test_mse_19
0,0.0,0.0,SBM,2.0,0.5,1.0,0.002,0.007,0.0,0.01,2.0,1.0,0.01,0.0,0.1537240217590375,0.10790748152388355,0.00020270786041212398,0.00021325477885791804,0.00020963491941333203,0.0001974142617048324,0.00019304721894429177,0.00019923703930204136,0.00019941793554610087,0.00020724305521226685,0.00020089660846593608,0.00020150973579936845,0.00019314366381087726,0.0001836816121259008,0.00019531941531767847,0.00019609139680969767,0.00020126965922109838,0.00019891150444098908,0.00020321009402139324,0.00019752467761748467,0.00019285709559763094,0.00021291115221110018
1,0.0,1.0,SBM,2.0,0.5,1.0,0.002,0.007,0.0,0.01,2.0,1.0,0.01,0.00010265076266040839,0.1537240217590375,0.10790748152388355,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839
2,0.0,2.0,SBM,2.0,0.5,1.0,0.002,0.007,0.0,0.01,2.0,1.0,0.01,0.00010265076266040839,0.1537240217590375,0.10790748152388355,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839,0.00010265076266040839
3,1.0,0.0,SBM,2.0,0.5,1.0,0.002,0.007,0.0,0.01,2.0,1.0,0.01,0.0,0.14332326522021993,0.07381384810687569,0.00019770835679238635,0.0001983395125974379,0.00018768199871838114,0.00018768621792260783,0.0001873891795133975,0.0002007224769720564,0.0002037461901559887,0.0001971421202040148,0.0002064446703559927,0.00018414386994808764,0.0002019376201573305,0.00019674706402461332,0.0002079574626409579,0.00021055746611586265,0.00020779742410321093,0.00019447420671702347,0.00019992290905759678,0.0001787931195294187,0.0001852952249718307,0.00019121432798282196
4,1.0,1.0,SBM,2.0,0.5,1.0,0.002,0.007,0.0,0.01,2.0,1.0,0.01,9.73440138879818e-05,0.14332326522021993,0.07381384810687569,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05
5,1.0,2.0,SBM,2.0,0.5,1.0,0.002,0.007,0.0,0.01,2.0,1.0,0.01,9.73440138879818e-05,0.14332326522021993,0.07381384810687569,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05,9.73440138879818e-05
6,0.0,0.0,SBM,2.0,0.5,1.0,0.002,0.007,0.0,0.01,2.0,1.0,0.1,0.0,0.08759023580196265,0.048016059946037505,0.00020801204635513014,0.0002178901530737086,0.0002044523780495913,0.00019734195143925179,0.00018878695365887445,0.00021248641730645871,0.00021232551379764516,0.00019455506247825768,0.00020751379988646933,0.00021290086409068485,0.00021181668072300306,0.0002038053665312315,0.0002062904480909248,0.0002193552116313231,0.00020913226708981798,0.00021456820961824303,0.00019557885319294573,0.00020173272302822002,0.00021040350091359891,0.00021507332224648273
7,0.0,1.0,SBM,2.0,0.5,1.0,0.002,0.007,0.0,0.01,2.0,1.0,0.1,0.00010741518074781904,0.08759023580196265,0.048016059946037505,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904
8,0.0,2.0,SBM,2.0,0.5,1.0,0.002,0.007,0.0,0.01,2.0,1.0,0.1,0.00010741518074781904,0.08759023580196265,0.048016059946037505,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904,0.00010741518074781904
9,1.0,0.0,SBM,2.0,0.5,1.0,0.002,0.007,0.0,0.01,2.0,1.0,0.1,0.0,0.10088471630311388,0.06681857412998086,0.0001968517594675428,0.00021262309760805036,0.0002053675532392482,0.00021111398568362453,0.0002089115896136965,0.00019938968943927334,0.00018458405503394814,0.00019826437272746117,0.00020679011146189624,0.00021234697091562034,0.00020469478793512893,0.00020612247664845878,0.00019866641672776795,0.0002067206691368623,0.00019519925536838766,0.00020885153742652534,0.00020575177332802868,0.00021204425998392053,0.00020545132026882727,0.00021637329670933902
10,1.0,1.0,SBM,2.0,0.5,1.0,0.002,0.007,0.0,0.01,2.0,1.0,0.1,0.00010380714890822233,0.10088471630311388,0.06681857412998086,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233
11,1.0,2.0,SBM,2.0,0.5,1.0,0.002,0.007,0.0,0.01,2.0,1.0,0.1,0.00010380714890822233,0.10088471630311388,0.06681857412998086,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233,0.00010380714890822233
